Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Updated At
,,,,,,,,
2025-02-21T06:00:00.000Z,Israel,Israel,IL,492,492,0,0,2025-02-21T04:44:19.727Z
